Cluster,Occupation,Task Description
Operaciones comerciales y financieras,Especialistas en Sostenibilidad,"Identificar o investigar violaciones de los recursos naturales, la gestión de residuos, el reciclaje u otras políticas ambientales.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Sostenibilidad,"Identificar o crear nuevos indicadores de sostenibilidad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Sostenibilidad,"Cree medios de marketing o de divulgación, como folletos o sitios web, para comunicar cuestiones, procedimientos u objetivos de sostenibilidad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Sostenibilidad,"Identificar o adquirir los recursos necesarios para implementar programas o proyectos de sostenibilidad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Sostenibilidad,"Redactar solicitudes de subvención, solicitudes de reembolso o propuestas de proyectos para asegurar financiación para proyectos de sostenibilidad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Enviar avisos a los contribuyentes cuando las cuentas estén en mora.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Consultar con los contribuyentes o sus representantes para discutir las cuestiones, leyes y regulaciones involucradas en las declaraciones y para resolver problemas con las declaraciones.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Notificar a los contribuyentes sobre cualquier pago excesivo o insuficiente y emitir un reembolso o solicitar un pago adicional.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Mantener registros de cada caso, incluidos contactos, números de teléfono y acciones tomadas.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Contactar a los contribuyentes por correo o teléfono para abordar discrepancias y solicitar documentación de respaldo.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Responda preguntas de los contribuyentes y ayúdelos a completar formularios de impuestos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Recaudar impuestos de individuos o empresas de acuerdo con las leyes y regulaciones prescritas.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Determine los métodos apropiados de liquidación de deudas, como ofertas de compromiso, embargo de salario o incautación y venta de propiedades.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Verifique los formularios de impuestos para verificar que los nombres y números de identificación del contribuyente sean correctos, que los cálculos se hayan realizado correctamente o que los montos coincidan con los de la documentación de respaldo.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Examinar y analizar activos y pasivos tributarios para determinar la resolución de problemas tributarios morosos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Imponer plazos de pago a los contribuyentes morosos y supervisar los pagos para garantizar que se cumplan los plazos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Realizar auditorías e investigaciones de campo independientes de las declaraciones de impuestos sobre la renta para verificar información o modificar obligaciones tributarias.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Entrega directa de documentos legales, como citaciones, órdenes judiciales, avisos de tasación y embargos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Revise las declaraciones de impuestos presentadas para determinar si la ley permite los créditos y deducciones fiscales reclamados.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Mantener el conocimiento de los cambios en el código tributario y de los procedimientos y teoría contable para evaluar adecuadamente la información financiera.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Procese declaraciones de impuestos sobre la renta de personas físicas y jurídicas, y declaraciones de impuestos sobre las ventas y el consumo.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Solicitar que el servicio de ingresos estatal o federal prepare una declaración en nombre del contribuyente en los casos en que no se hayan presentado impuestos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Investigue reclamos de incapacidad para pagar impuestos investigando información judicial sobre el estado de gravámenes, hipotecas o estados financieros, o localizando activos a través de terceros.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Revisar las declaraciones de impuestos seleccionadas para determinar la naturaleza y el alcance de las auditorías que se realizarán sobre ellas.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Examinar los sistemas y registros contables para determinar si los métodos contables utilizados fueron apropiados y cumplieron con las disposiciones legales.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Participar en audiencias de apelaciones informales sobre casos impugnados de otros agentes.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Preparar escritos y ayudar en la búsqueda e incautación de registros para preparar cargos y documentación para casos judiciales.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Ingrese la información de la declaración de impuestos en las computadoras para su procesamiento.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Asegurar el acuerdo del contribuyente para cancelar una liquidación de impuestos o presentar determinaciones impugnadas a otras conferencias administrativas o judiciales para audiencias de apelación.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Examinadores y recaudadores de impuestos y agentes tributarios,"Instalar sistemas de registro de costos u otros datos financieros y presupuestarios o brindar asesoramiento sobre dichos sistemas, basándose en el examen de los registros financieros actuales.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Preparadores de impuestos,"Utilice todos los ajustes, deducciones y créditos apropiados para mantener los impuestos de los clientes al mínimo.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Preparadores de impuestos,"Calcule los impuestos adeudados o pagados en exceso, utilizando máquinas sumadoras o computadoras personales, y complete las entradas en los formularios, siguiendo las instrucciones del formulario de impuestos y las tablas de impuestos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Preparadores de impuestos,"Entreviste a los clientes para obtener información adicional sobre ingresos imponibles y gastos y bonificaciones deducibles.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Preparadores de impuestos,"Revise los registros financieros, como las declaraciones de ingresos y la documentación de gastos, para determinar los formularios necesarios para preparar las declaraciones de impuestos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Preparadores de impuestos,"Prepare o ayude a preparar declaraciones de impuestos simples a complejas para individuos o pequeñas empresas.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Preparadores de impuestos,"Verifique la entrada de datos o verifique los totales en formularios preparados por otros para detectar errores en la aritmética, la entrada de datos o los procedimientos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Preparadores de impuestos,"Proporcionar a los contribuyentes suficiente información y asesoramiento para garantizar la correcta cumplimentación del formulario de impuestos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Preparadores de impuestos,"Consultar manuales o boletines de derecho tributario para determinar procedimientos de preparación de declaraciones atípicas.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Preparadores de impuestos,"Explicar las leyes tributarias federales y estatales a individuos y empresas.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Preparadores de impuestos,"Responder preguntas y proporcionar planificación fiscal futura a los clientes.
Ocupaciones relacionadas"
